MID Data C:\ESCO\Data\SIM\HMK\20260422\20260422_GZ_1421_5_14days_SIM_A.mfd
April 22 2026 14:35:27

Sample Weight : 303.2 mg

Normalization : per 100 mg (Sample weight : 303.2 mg)
Background correction : Minimum value

No.,Time[s],Temperature1[C],Temperature2[C],Heating Output[%],Pressure1[Pa],Pressure2[Pa],m/z 2,m/z 12,m/z 16,m/z 17,m/z 18,m/z 19,m/z 20,m/z 28,m/z 32,m/z 40,m/z 44,m/z 60
65,202.697,223.3,77.2,16.180,8.32242E-008,7.55912E-005,1.51428E-012,2.7817E-014,3.86494E-013,1.29929E-012,2.88196E-012,1.91826E-013,4.12414E-015,1.0508E-013,-3.59879E-015,1.29472E-014,1.08795E-013,1.12056E-014
66,205.819,226.2,77.7,16.310,8.39459E-008,7.55912E-005,1.34923E-012,5.13391E-014,3.87631E-013,1.30757E-012,3.22679E-012,2.78463E-014,7.64425E-015,2.10061E-013,1.29961E-014,2.34123E-016,1.68744E-013,1.70251E-014
67,208.942,229.3,78.3,16.385,8.4918E-008,7.54463E-005,1.70458E-012,2.21796E-014,3.02411E-013,1.42631E-012,3.29448E-012,2.2745E-013,1.34859E-014,1.58774E-013,2.4406E-014,8.95699E-015,9.0323E-014,5.17116E-014
68,212.065,232.6,78.8,16.515,8.57037E-008,7.53016E-005,1.46927E-012,4.06697E-014,4.03853E-013,1.5421E-012,3.73366E-012,2.37574E-013,-1.5475E-015,1.54142E-013,3.4151E-014,-5.38168E-015,1.00828E-013,3.69586E-014
69,215.187,235.6,79.2,16.580,8.65965E-008,7.51573E-005,1.18987E-012,5.5646E-014,5.15145E-013,1.64733E-012,3.99997E-012,2.40384E-013,-1.64984E-014,1.57755E-013,0,5.77442E-015,1.70405E-013,2.53368E-014
70,218.310,238.8,79.7,16.695,8.77E-008,7.51573E-005,1.74443E-012,7.9316E-014,3.19968E-013,1.62917E-012,4.01372E-012,1.85952E-013,8.57249E-015,1.71786E-013,2.3519E-014,6.867E-015,1.6217E-013,8.78568E-015
71,221.432,242.0,80.5,16.835,8.86135E-008,7.50132E-005,1.015E-012,2.85993E-014,4.59357E-013,2.12402E-012,4.79636E-012,3.45855E-013,3.59371E-015,2.8332E-013,5.50794E-015,1.6395E-015,1.4873E-013,2.34168E-014
72,224.555,245.1,80.8,16.960,8.9898E-008,7.50132E-005,1.49413E-012,1.3689E-014,5.78267E-013,1.98533E-012,4.88608E-012,1.6936E-013,1.51039E-014,1.65693E-013,1.77274E-014,6.39748E-015,1.50876E-013,1.86976E-014
73,227.678,248.3,81.3,17.060,9.10962E-008,7.47259E-005,9.68638E-013,5.96432E-014,5.38847E-013,1.92183E-012,5.18475E-012,1.73489E-013,1.00216E-014,1.74247E-013,3.03118E-014,1.05914E-014,1.39555E-013,2.19461E-014
74,230.800,251.5,81.9,17.120,9.24697E-008,7.47259E-005,1.93443E-012,2.08745E-014,5.51816E-013,2.09643E-012,5.51746E-012,3.88207E-013,1.2309E-014,1.66764E-013,3.20547E-014,2.19728E-014,1.88905E-013,8.88656E-015
75,233.923,254.7,82.5,17.260,9.37562E-008,7.45827E-005,1.44719E-012,6.15162E-014,5.48112E-013,2.43043E-012,6.02987E-012,2.92757E-013,2.2613E-014,3.03178E-013,2.37049E-014,-2.3E-015,2.55648E-013,9.9214E-015
76,237.045,258.0,82.9,17.345,9.50605E-008,7.45827E-005,1.69543E-012,7.49476E-014,4.87844E-013,2.6646E-012,6.44128E-012,1.97197E-013,2.00655E-014,2.42307E-013,1.50277E-014,1.06834E-014,2.05978E-013,9.54832E-015
77,240.168,261.1,83.4,17.460,9.6605E-008,7.44397E-005,1.55384E-012,5.96445E-014,5.79699E-013,2.59788E-012,7.14728E-012,3.75772E-013,9.77547E-015,2.26965E-013,2.45246E-014,9.1283E-015,2.15796E-013,4.91851E-015
78,243.291,264.3,83.9,17.500,9.82879E-008,7.4297E-005,1.3214E-012,2.777E-014,6.37106E-013,2.97221E-012,7.20069E-012,1.99385E-013,-3.7244E-016,2.69153E-013,5.38212E-014,-5.46099E-015,3.44096E-013,1.16351E-014
79,246.413,267.4,84.5,17.615,9.98274E-008,7.4297E-005,2.10764E-012,6.29197E-014,6.43332E-013,3.08716E-012,7.37455E-012,1.26554E-013,1.30913E-014,3.26465E-013,8.82311E-015,2.87211E-014,2.49323E-013,1.30894E-014
80,249.536,270.5,85.0,17.705,1.01391E-007,7.41545E-005,1.72824E-012,1.23966E-013,5.70319E-013,3.15753E-012,8.22782E-012,2.76877E-013,1.09493E-014,3.44455E-013,8.76728E-015,3.09862E-014,2.19407E-013,1.46185E-014
81,252.658,273.7,85.5,17.805,1.02979E-007,7.40125E-005,1.45835E-012,8.21191E-014,6.68145E-013,3.22629E-012,8.79645E-012,2.92147E-013,4.10739E-014,3.25649E-013,3.3868E-014,2.09252E-015,3.3469E-013,-1.12494E-015
82,255.781,276.8,86.2,17.855,1.05015E-007,7.38705E-005,1.55116E-012,4.1872E-014,7.633E-013,3.50458E-012,9.09958E-012,2.81995E-013,0,2.94279E-013,1.12602E-014,2.46021E-014,3.7352E-013,2.69776E-014
83,258.904,279.9,86.5,17.985,1.06783E-007,7.38705E-005,1.55438E-012,6.43498E-014,7.84505E-013,3.81889E-012,9.5194E-012,3.85132E-013,4.32527E-014,4.63319E-013,2.48806E-014,8.79392E-015,2.86053E-013,-1.37239E-014
84,262.026,282.9,87.1,18.105,1.0883E-007,7.3729E-005,2.54087E-012,4.7951E-014,8.73314E-013,3.82592E-012,9.39335E-012,3.36731E-013,4.54956E-014,5.1998E-013,1.85554E-014,3.28878E-014,4.11951E-013,-4.02833E-015
85,265.149,286.0,87.6,18.180,1.10918E-007,7.35875E-005,1.97257E-012,9.36667E-014,7.80019E-013,4.11847E-012,1.02277E-011,2.30952E-013,2.18002E-014,3.41167E-013,2.7796E-014,2.10616E-014,5.08393E-013,1.16244E-014
86,268.271,289.1,88.1,18.275,1.13436E-007,7.35875E-005,2.90468E-012,7.07797E-014,8.33429E-013,4.47112E-012,1.07921E-011,1.88739E-013,3.13669E-014,4.60771E-013,1.89101E-014,2.67371E-014,4.35803E-013,2.40951E-014
87,271.394,292.3,88.7,18.340,1.15878E-007,7.34465E-005,3.29551E-012,8.11827E-014,7.9825E-013,4.44845E-012,1.14145E-011,1.97446E-013,3.97947E-014,6.0867E-013,1.21338E-014,9.4798E-015,4.87816E-013,4.67867E-015
88,274.517,295.4,89.2,18.500,1.18645E-007,7.33056E-005,3.38669E-012,6.1862E-014,8.10361E-013,4.57745E-012,1.21118E-011,2.40986E-013,2.79413E-014,6.01992E-013,9.61177E-015,1.46318E-014,5.39184E-013,7.17282E-015
89,277.639,298.6,89.8,18.580,1.21409E-007,7.33056E-005,2.85359E-012,7.70293E-014,9.18889E-013,5.32134E-012,1.26703E-011,3.08729E-013,4.23155E-014,7.20106E-013,1.05565E-014,1.62795E-014,5.96712E-013,2.0004E-014
90,280.762,301.7,90.3,18.665,1.24237E-007,7.31652E-005,3.23261E-012,5.85215E-014,1.07153E-012,5.27898E-012,1.31684E-011,2.33947E-013,3.37177E-014,4.97636E-013,7.9691E-015,2.25698E-014,7.36042E-013,8.76918E-015
91,283.884,304.7,90.9,18.775,1.27644E-007,7.31652E-005,3.48288E-012,1.13942E-013,1.04762E-012,5.35973E-012,1.36501E-011,3.16652E-013,1.83765E-014,5.80864E-013,-5.97365E-015,3.60513E-014,7.86961E-013,6.36957E-015
