MID Data C:\ESCO\Data\SIM\HMK\20260610\20260610_GZ_Si_HF_1421_24H_SIM_A.mfd
June 10 2026 11:12:46

Sample Weight : 363.9 mg

Normalization : per 100 mg (Sample weight : 363.9 mg)
Background correction : Minimum value

No.,Time[s],Temperature1[C],Temperature2[C],Heating Output[%],Pressure1[Pa],Pressure2[Pa],m/z 2,m/z 12,m/z 14,m/z 15,m/z 16,m/z 17,m/z 18,m/z 19,m/z 20,m/z 28,m/z 32,m/z 38,m/z 40,m/z 44,m/z 60
19,74.079,95.2,63.3,11.605,7.66037E-008,4.77859E-005,6.96887E-013,3.17348E-014,2.3297E-014,3.2505E-014,8.40507E-014,1.17677E-013,4.79578E-014,3.11337E-013,1.67666E-014,7.30792E-014,-2.24305E-015,2.29169E-015,-3.10105E-015,5.00773E-014,7.35984E-015
20,77.980,99.1,63.9,11.650,7.63397E-008,4.76944E-005,8.38518E-013,7.76108E-015,2.67538E-014,2.12464E-014,0,0,6.83467E-014,4.58019E-013,-2.77117E-015,1.16484E-013,2.2457E-015,4.61351E-015,-1.48603E-015,5.21781E-014,1.9856E-015
21,81.882,102.9,64.3,11.825,7.63397E-008,4.7603E-005,1.02784E-012,1.53652E-014,5.32032E-015,2.07463E-014,8.91766E-014,1.14022E-013,0,3.99004E-013,4.4988E-015,5.46527E-014,4.38144E-015,-4.5728E-016,-7.732E-015,6.29927E-014,2.51393E-014
22,85.784,106.9,64.8,12.025,7.60764E-008,4.75117E-005,1.06867E-012,2.98538E-014,2.15567E-014,2.56511E-014,7.08198E-014,2.04581E-014,1.35206E-013,3.28768E-013,-1.00337E-015,1.22951E-013,-7.97994E-015,4.2017E-015,-2.93294E-015,5.26274E-014,-5.06339E-015
23,89.686,110.8,65.2,12.155,7.59014E-008,4.74206E-005,8.79406E-013,0,2.46207E-014,1.92925E-014,6.70601E-014,1.38031E-013,7.1441E-014,3.89777E-013,2.06025E-014,1.12612E-013,1.59842E-014,1.63871E-017,7.81659E-015,6.37179E-014,-5.52014E-015
24,93.587,114.7,65.7,12.375,7.57705E-008,4.73297E-005,6.11487E-013,2.00823E-014,3.53951E-014,3.48828E-014,6.48645E-014,1.05316E-013,1.61035E-013,2.31255E-013,-8.87706E-015,1.40232E-013,1.43692E-014,-1.40319E-014,3.03286E-015,4.09798E-014,-4.35395E-015
25,97.489,119.0,66.2,12.500,7.58578E-008,4.72389E-005,8.91124E-013,1.01305E-014,1.02198E-014,1.8047E-014,1.32109E-013,8.31368E-014,1.60224E-013,2.66727E-013,-6.1376E-015,1.05551E-013,6.56264E-015,1.5648E-014,1.80322E-015,4.19683E-014,1.81961E-015
26,101.391,123.3,66.8,12.700,7.57268E-008,8.46523E-005,1.5053E-012,3.50013E-014,6.40986E-015,3.55653E-014,1.64848E-014,2.686E-014,1.2037E-013,3.64469E-013,4.6484E-015,9.65269E-014,4.88524E-015,-5.83628E-015,5.12049E-015,6.94062E-014,8.31194E-015
27,105.292,127.6,67.3,12.785,7.57705E-008,4.92759E-005,1.16376E-012,1.5916E-014,2.03064E-014,1.42751E-014,6.37132E-014,4.69788E-014,1.19857E-013,3.88158E-013,-8.36956E-015,3.90735E-014,-3.89191E-015,-5.9198E-015,8.11264E-015,1.54349E-014,1.32907E-014
28,109.194,131.7,67.8,12.930,7.52056E-008,4.87118E-005,1.25992E-012,3.83064E-014,1.18592E-014,2.92908E-014,7.30492E-014,1.04016E-013,6.93115E-014,4.25126E-013,5.61477E-015,1.09356E-013,8.79512E-015,-5.63063E-015,-1.12105E-014,4.58201E-014,1.31602E-014
