MID Data C:\ESCO\Data\SIM\HMK\20260609\20260609_GZ_Si_HF_1423_6H_SIM_A.mfd
June 09 2026 18:02:46

Sample Weight : 294.8 mg

Normalization : per 100 mg (Sample weight : 294.8 mg)
Background correction : Minimum value

No.,Time[s],Temperature1[C],Temperature2[C],Heating Output[%],Pressure1[Pa],Pressure2[Pa],m/z 2,m/z 12,m/z 14,m/z 15,m/z 16,m/z 17,m/z 18,m/z 19,m/z 20,m/z 28,m/z 32,m/z 38,m/z 40,m/z 44,m/z 60
1,3.776,57.4,67.4,1.335,7.97536E-008,5.18961E-005,1.66651E-012,3.99831E-014,2.94827E-014,3.73285E-014,7.27658E-014,4.58027E-014,9.57117E-015,3.19444E-013,1.00233E-014,2.08311E-013,1.03268E-014,4.55879E-015,2.58153E-015,5.92115E-014,1.52765E-015
2,7.678,57.3,67.4,2.185,7.95702E-008,5.17967E-005,1.91596E-012,4.01162E-014,-1.986E-014,2.39771E-014,1.31627E-013,6.68954E-014,5.01917E-014,3.4264E-013,1.17631E-014,1.3457E-013,8.72213E-015,1.37971E-014,1.17872E-014,2.95023E-014,-8.0761E-015
3,11.579,57.3,67.2,3.100,7.94328E-008,5.16973E-005,2.31153E-012,5.59897E-016,1.32516E-014,3.60801E-015,8.17855E-014,4.19819E-014,0,2.60855E-013,5.03777E-016,2.35735E-013,2.421E-014,6.46101E-015,0,6.19875E-014,-5.75951E-015
4,15.481,57.2,67.2,4.055,7.93413E-008,5.15982E-005,1.19064E-012,2.21708E-014,2.62362E-014,1.78965E-014,0,0,1.15191E-014,1.88471E-013,-4.01325E-015,1.796E-013,3.95648E-015,-9.35055E-015,1.50239E-014,5.78626E-014,-2.78513E-014
5,19.383,57.1,67.2,5.055,7.93413E-008,5.14992E-005,1.98803E-012,3.09275E-014,4.16484E-014,2.6695E-014,1.55279E-013,9.25567E-014,8.12316E-014,1.21611E-013,-6.02118E-015,1.86907E-013,2.58623E-014,-5.78169E-016,2.16455E-015,0,5.06388E-015
6,23.284,57.1,67.0,5.995,7.92501E-008,5.14006E-005,0,1.09239E-014,4.17457E-014,1.10257E-014,5.68159E-014,5.25025E-014,7.76163E-014,2.64516E-013,7.73938E-015,1.4018E-013,2.21806E-015,-2.40599E-015,-1.37756E-015,3.88411E-014,0
7,27.186,57.1,66.9,6.985,7.90224E-008,5.1302E-005,2.25177E-012,2.02366E-014,1.9969E-014,6.35595E-015,9.34155E-014,2.27509E-014,8.57694E-014,1.28824E-013,6.0388E-015,1.29104E-013,3.58954E-014,-1.47478E-016,3.26672E-015,4.53576E-014,-4.49354E-015
8,31.088,57.1,66.9,7.960,7.89769E-008,5.1302E-005,8.28563E-013,2.33212E-014,1.39726E-014,3.09307E-014,8.01666E-014,7.64169E-014,1.64339E-013,2.00903E-013,3.38562E-014,1.00386E-013,1.07431E-014,1.00677E-014,-1.09063E-014,1.33423E-014,-1.08567E-014
9,34.989,57.8,66.9,8.940,7.89314E-008,5.11055E-005,1.61087E-012,1.13467E-014,5.33182E-014,-2.62036E-014,4.59422E-014,2.06934E-014,3.03272E-014,1.91582E-013,-2.66415E-014,9.85289E-014,-1.22421E-015,1.16254E-014,4.97317E-015,3.71699E-014,1.16378E-014
10,38.891,60.6,66.9,9.880,7.87499E-008,5.11055E-005,1.43588E-012,3.67079E-014,3.05203E-014,3.08772E-014,5.27609E-014,2.8175E-014,1.394E-014,1.19668E-013,3.56951E-015,1.33209E-013,8.37106E-015,6.1145E-016,1.18949E-014,3.71033E-014,4.54313E-015
11,42.793,66.3,67.4,10.460,7.85688E-008,5.10075E-005,1.41586E-012,2.68333E-015,1.25612E-014,1.28209E-014,2.85848E-014,6.61398E-014,3.03984E-014,1.17817E-013,7.83073E-015,1.75581E-013,1.29925E-015,2.40273E-015,-1.66599E-014,7.08838E-014,-9.37926E-015
12,46.695,73.3,67.8,10.760,7.85688E-008,5.09098E-005,1.74321E-012,2.27085E-014,2.98044E-014,2.28253E-014,4.61172E-014,1.47087E-014,3.0782E-014,6.39102E-014,1.9616E-015,1.55116E-013,3.01731E-014,1.44673E-015,4.8544E-015,4.49158E-014,-1.2522E-014
13,50.596,79.9,68.4,10.820,7.81627E-008,5.09098E-005,2.37932E-012,4.45249E-014,1.60987E-014,5.86E-015,6.26218E-014,1.73979E-014,6.3735E-014,1.55859E-013,0,1.15509E-013,1.19177E-014,-4.59795E-015,1.15399E-014,2.85482E-014,-5.59049E-015
14,54.498,85.5,68.9,10.935,7.8388E-008,5.08122E-005,1.60088E-012,1.56641E-014,3.06678E-014,4.57471E-014,3.6114E-014,8.50764E-014,4.28211E-015,1.92092E-013,2.46061E-014,1.4408E-013,3.5421E-015,-1.17441E-014,1.80635E-014,2.07404E-014,2.62003E-015
15,58.400,90.2,69.5,11.040,7.82979E-008,5.07148E-005,1.90119E-012,3.49049E-014,2.69795E-014,2.36912E-014,1.46685E-013,3.14213E-015,1.29008E-013,1.85794E-013,-5.52393E-015,1.24263E-013,8.16941E-015,-1.47779E-014,4.8022E-015,1.26094E-014,7.78962E-015
16,62.301,94.1,70.1,11.135,7.80729E-008,5.06176E-005,1.95936E-012,2.87212E-014,2.03168E-014,1.8707E-014,9.93616E-014,6.21506E-014,9.04894E-014,2.41123E-013,-2.38838E-016,1.37238E-013,-1.79193E-015,6.99807E-015,3.10619E-015,3.93918E-014,8.64317E-015
17,66.203,97.7,70.5,11.265,7.80729E-008,5.05205E-005,8.04226E-013,1.79931E-014,2.61396E-014,2.15247E-014,1.29134E-013,9.91115E-015,1.0388E-013,3.19793E-013,-4.78915E-015,6.1395E-014,-1.13676E-015,1.20756E-014,1.35734E-016,4.7896E-014,-3.20695E-014
18,70.105,101.3,70.8,11.475,7.80729E-008,5.05205E-005,1.66354E-012,1.45456E-015,3.70048E-014,2.55726E-014,4.56597E-014,6.27947E-014,9.46273E-014,1.73357E-013,1.10583E-014,1.4724E-013,9.20829E-015,-1.70253E-014,1.18825E-014,1.79265E-014,-3.12251E-015
19,74.006,105.0,71.3,11.625,7.79382E-008,5.04237E-005,1.20925E-012,2.18406E-014,2.2362E-014,4.85023E-014,5.66932E-014,8.70061E-014,1.19874E-013,2.16124E-013,2.93685E-014,0,3.16518E-014,-4.81003E-015,3.11859E-015,6.18608E-014,8.30384E-015
20,77.908,108.8,71.7,11.800,7.79382E-008,5.0327E-005,1.07587E-012,4.74353E-014,2.44508E-014,7.75895E-015,8.4664E-014,7.81717E-014,5.70045E-014,2.36784E-013,2.72901E-015,1.20396E-013,2.05159E-014,5.62965E-015,-6.36834E-015,1.66286E-014,-1.18035E-014
21,81.810,112.7,72.2,12.000,7.81177E-008,5.02305E-005,1.69451E-012,2.91643E-014,1.09376E-014,0,6.89999E-014,7.97998E-014,2.34828E-013,1.62804E-013,1.60484E-014,1.43879E-013,2.06235E-014,-5.55982E-015,-1.07868E-015,7.02652E-014,-1.10824E-014
22,85.712,116.8,72.5,12.225,7.79382E-008,5.01342E-005,1.52154E-012,1.99064E-014,2.45598E-014,2.08134E-014,5.40581E-014,1.50216E-013,2.09729E-013,1.25468E-013,2.19972E-014,1.33518E-013,2.32057E-014,-2.24024E-015,-9.69902E-015,2.26804E-014,-7.85684E-015
23,89.613,121.1,73.1,12.385,7.82077E-008,5.00381E-005,2.00069E-012,4.20654E-014,2.50995E-014,3.66739E-015,1.45422E-013,1.98632E-013,2.01356E-013,2.22455E-013,-7.74003E-015,1.00637E-013,2.95852E-014,3.94734E-015,3.90512E-014,4.53662E-015,-7.8353E-015
24,93.515,125.5,73.5,12.535,7.8343E-008,5.00381E-005,2.07384E-012,2.90311E-014,4.09195E-014,2.25218E-014,1.33942E-013,2.05384E-013,3.24368E-013,1.5389E-013,1.32757E-014,1.19793E-013,1.44542E-014,2.78383E-015,-3.60279E-015,1.50937E-014,1.00496E-016
25,97.417,129.8,74.0,12.680,7.86592E-008,4.99422E-005,1.9494E-012,2.5551E-014,3.77539E-014,7.40722E-015,1.79695E-013,2.84219E-013,3.73805E-013,3.01339E-013,-4.24818E-016,9.80187E-014,2.14086E-014,-8.36061E-015,1.63728E-015,2.26034E-014,-6.13016E-015
26,101.318,133.8,74.5,12.800,7.88405E-008,4.98465E-005,1.80902E-012,4.97611E-014,1.63179E-014,3.59998E-014,1.39609E-013,3.51189E-013,5.41403E-013,0,1.76048E-014,7.939E-014,1.9695E-014,-1.06498E-015,2.78839E-015,6.11287E-014,-1.45234E-014
27,105.220,137.7,75.0,12.940,7.92045E-008,4.98465E-005,2.61852E-012,8.0898E-015,3.32558E-014,2.12591E-014,1.47673E-013,4.42458E-013,5.04842E-013,2.4954E-013,-4.8792E-015,1.51332E-013,2.86559E-014,-8.59815E-015,1.88916E-015,2.55791E-014,-9.57373E-015
28,109.122,141.6,75.4,13.070,7.93871E-008,4.97509E-005,2.32937E-012,2.86474E-015,4.93389E-014,3.15448E-014,1.92342E-013,5.4764E-013,6.2938E-013,1.59508E-013,6.17323E-015,1.39192E-013,1.89758E-014,9.22787E-015,-7.94363E-015,6.11515E-014,4.02826E-015
29,113.023,145.4,75.8,13.210,7.97536E-008,4.96556E-005,2.52354E-012,4.45223E-014,2.38452E-014,4.80448E-014,2.89032E-013,5.64419E-013,8.44536E-013,1.31146E-013,-6.78403E-015,1.9414E-013,-8.2164E-015,3.95844E-015,3.77572E-015,3.60631E-014,2.49977E-014
30,116.925,149.2,76.3,13.310,8.04452E-008,4.96556E-005,2.48115E-012,2.96752E-014,5.59252E-014,3.03023E-014,3.52885E-013,6.68447E-013,1.06176E-012,1.49086E-013,2.34152E-014,1.07134E-013,0,1.19817E-014,-2.64026E-014,3.53793E-014,-2.5724E-015
31,120.827,153.0,76.7,13.530,8.11896E-008,4.95603E-005,1.92618E-012,2.70983E-014,3.49257E-014,5.31616E-014,3.48725E-013,7.37403E-013,1.37921E-012,2.71862E-013,-1.22349E-014,7.79928E-014,7.59842E-015,1.32574E-014,2.14125E-014,4.35272E-014,6.35856E-015
32,124.729,156.8,77.2,13.680,8.15643E-008,4.94654E-005,3.33124E-012,2.61873E-014,2.84484E-014,5.04906E-014,2.53661E-013,9.07698E-013,1.38986E-012,2.92469E-013,1.85556E-014,7.21172E-014,7.11422E-015,-6.48972E-015,1.15758E-014,7.35345E-014,-3.2243E-015
33,128.630,160.7,77.6,13.870,8.24137E-008,4.93705E-005,3.63204E-012,0,2.06542E-014,6.70213E-014,4.92834E-013,1.12258E-012,1.59146E-012,2.16603E-013,1.0612E-014,2.09678E-013,-3.17093E-014,1.29175E-014,6.31614E-015,8.15565E-014,-1.21827E-014
34,132.532,164.7,78.1,14.015,8.31763E-008,4.92759E-005,3.75128E-012,2.01211E-014,3.98108E-014,5.93713E-014,3.38882E-013,1.17375E-012,1.62057E-012,1.73368E-013,1.10968E-014,2.06023E-013,1.14609E-014,-2.55674E-015,-2.10223E-014,7.31952E-014,-9.30291E-015
35,136.434,168.7,78.7,14.210,8.40427E-008,4.91814E-005,3.25164E-012,1.97302E-014,0,6.40182E-014,4.29017E-013,1.20179E-012,1.94103E-012,2.46919E-013,6.2796E-015,1.24271E-013,1.42324E-015,-9.70358E-016,-1.465E-015,1.23718E-013,-4.08503E-015
36,140.335,172.7,79.1,14.355,8.48692E-008,4.91814E-005,4.55121E-012,3.45975E-014,5.23915E-014,8.11401E-014,5.50388E-013,1.32105E-012,1.82535E-012,2.15922E-013,-8.77303E-015,2.03309E-013,9.76754E-015,6.93803E-015,1.81314E-014,1.12139E-013,-1.40431E-015
37,144.237,176.5,79.7,14.455,8.60498E-008,4.90871E-005,4.70904E-012,4.75143E-014,3.78401E-014,7.28754E-014,5.74353E-013,1.64471E-012,2.33062E-012,2.28845E-013,2.57044E-015,1.67167E-013,2.31868E-014,1.76694E-014,1.04292E-014,3.66106E-014,7.61278E-015
