MID Data C:\ESCO\Data\SIM\HMK\20260506\20260506_GZ_1423_6_28d_SIM_A.mfd
May 06 2026 14:11:17

Sample Weight : 244.4 mg

Normalization : per 100 mg (Sample weight : 244.4 mg)
Background correction : Minimum value

No.,Time[s],Temperature1[C],Temperature2[C],Heating Output[%],Pressure1[Pa],Pressure2[Pa],m/z 2,m/z 12,m/z 16,m/z 17,m/z 18,m/z 19,m/z 20,m/z 28,m/z 32,m/z 40,m/z 44,m/z 60
23,71.746,75.1,38.9,11.380,7.84332E-008,6.57108E-005,1.13863E-012,1.40102E-014,1.72559E-013,3.25995E-013,9.14941E-013,1.27586E-013,1.91824E-015,1.53542E-013,-5.31944E-015,-1.69651E-014,4.36717E-014,3.63411E-014
24,74.868,78.1,39.3,11.525,7.85688E-008,6.57108E-005,2.42532E-013,5.53637E-014,1.61783E-013,4.20908E-013,8.44284E-013,1.80229E-013,1.85834E-014,1.40641E-013,4.72751E-015,-3.6208E-016,3.51816E-014,4.39141E-015
25,77.991,81.1,39.7,11.760,7.88405E-008,6.55848E-005,8.44639E-013,4.67627E-014,1.16793E-013,4.80425E-013,9.57291E-013,2.34262E-013,2.12108E-014,6.34971E-014,1.01989E-014,-3.75855E-015,8.88278E-014,4.07042E-014
26,81.114,84.1,40.2,11.875,7.91589E-008,6.54591E-005,0,4.37252E-014,2.3678E-013,7.06578E-013,1.26326E-012,2.51566E-013,8.78439E-015,1.1271E-013,2.39934E-014,-5.46978E-015,5.73087E-014,7.21879E-015
27,84.236,87.3,40.6,12.035,7.94786E-008,6.54591E-005,1.1269E-012,4.65069E-014,2.73257E-013,6.42644E-013,1.37339E-012,1.32668E-013,2.04418E-015,1.54958E-013,2.25537E-014,2.02781E-014,6.27077E-014,2.12801E-014
28,87.359,90.5,41.0,12.050,7.98455E-008,6.53336E-005,9.60799E-013,2.46876E-014,1.58715E-013,7.28927E-013,1.70521E-012,2.24099E-013,2.67334E-014,1.84913E-013,-7.03617E-015,-2.37005E-015,4.56663E-014,1.70233E-014
29,90.481,93.7,41.5,12.215,8.04452E-008,6.52084E-005,6.01002E-013,3.51478E-014,4.00878E-013,9.52346E-013,2.00351E-012,1.37275E-013,0,2.72108E-013,1.27594E-015,1.90014E-014,6.74675E-014,1.70312E-014
30,93.604,96.9,41.9,12.375,8.10494E-008,6.50833E-005,1.99733E-012,7.54867E-014,3.70601E-013,9.72717E-013,2.33413E-012,1.00269E-013,2.18051E-014,1.44747E-013,1.80899E-014,1.64463E-014,2.15596E-015,2.28064E-014
31,96.727,100.0,42.4,12.475,8.17994E-008,6.49586E-005,8.11066E-013,4.88313E-014,4.06044E-013,1.23676E-012,2.48318E-012,3.65763E-013,1.36583E-014,1.03495E-013,2.34691E-014,1.09136E-014,3.7251E-014,3.63946E-014
32,99.849,103.1,42.7,12.605,8.26989E-008,6.49586E-005,1.37773E-012,4.79064E-014,3.11612E-013,1.37068E-012,3.07748E-012,1.44446E-013,2.17099E-014,9.12687E-014,1.24831E-014,7.49901E-015,1.1354E-013,4.02775E-014
33,102.972,106.3,43.2,12.660,8.35603E-008,6.4834E-005,7.5772E-013,1.85779E-014,4.11351E-013,1.56412E-012,3.7317E-012,1.04862E-013,2.06961E-014,6.50108E-014,1.10065E-014,1.81363E-014,8.52401E-014,6.09791E-014
34,106.094,109.4,43.7,12.840,8.46739E-008,6.47098E-005,8.99005E-013,5.66231E-014,5.1853E-013,1.83459E-012,4.04199E-012,1.13922E-013,2.85556E-014,2.14792E-013,1.89156E-014,2.29685E-014,5.61705E-014,3.10091E-014
35,109.217,112.6,44.1,12.915,8.59508E-008,6.47098E-005,1.48045E-012,4.6292E-014,7.17717E-013,2.14167E-012,4.31047E-012,6.33298E-014,9.25116E-015,2.66343E-013,3.63073E-014,-2.83863E-014,1.20385E-013,5.32991E-014
36,112.340,115.7,44.6,13.085,8.71464E-008,6.45857E-005,1.33573E-012,7.74136E-014,7.36211E-013,2.40051E-012,4.83275E-012,0,1.10466E-014,2.37176E-013,1.11017E-014,1.33332E-014,1.57829E-013,4.01083E-014
37,115.462,119.1,45.0,13.215,8.84096E-008,6.44619E-005,2.70665E-012,5.03859E-014,6.44952E-013,2.38622E-012,5.33943E-012,1.98229E-013,1.08506E-014,2.48367E-013,3.03597E-015,3.07706E-014,1.3075E-013,4.74743E-014
38,118.585,122.5,45.5,13.285,8.96396E-008,6.43383E-005,1.94908E-012,7.61456E-014,7.14331E-013,3.33288E-012,5.47291E-012,4.08534E-013,1.82992E-014,1.49651E-013,7.66903E-015,5.27615E-015,1.4372E-013,3.11319E-014
39,121.707,125.8,45.9,13.460,9.11485E-008,6.43383E-005,1.55125E-012,1.57985E-014,9.48726E-013,3.30029E-012,6.23572E-012,1.088E-013,1.19258E-014,2.09183E-013,-1.16574E-015,2.02057E-015,1.74025E-013,3.3117E-014
