MID Data C:\ESCO\Data\SIM\HMK\20260409\20260409_GZ_1423_3_24h_SIM_A.mfd
April 09 2026 13:27:42

Sample Weight : 264.7 mg

Normalization : per 100 mg (Sample weight : 264.7 mg)
Background correction : Minimum value

No.,Time[s],Temperature1[C],Temperature2[C],Heating Output[%],Pressure1[Pa],Pressure2[Pa],m/z 2,m/z 12,m/z 16,m/z 17,m/z 18,m/z 19,m/z 20,m/z 28,m/z 32,m/z 40,m/z 44,m/z 60
61,190.422,193.8,54.6,15.635,2.1702E-007,5.71218E-005,5.09958E-011,2.10739E-013,2.69335E-012,1.49301E-011,3.43877E-011,4.24084E-013,6.30172E-014,1.06766E-012,2.68126E-014,4.34992E-014,2.29433E-012,3.78122E-014
62,193.544,196.9,55.2,15.755,2.26725E-007,5.70123E-005,5.43209E-011,3.01201E-013,2.71156E-012,1.54033E-011,3.57566E-011,3.18161E-013,9.75546E-014,1.03303E-012,8.12895E-014,7.22319E-014,2.72043E-012,3.48964E-014
63,196.667,200.1,55.7,15.945,2.36592E-007,5.69031E-005,5.66047E-011,2.79766E-013,2.96087E-012,1.57908E-011,3.70039E-011,3.13899E-013,8.24029E-014,1.4094E-012,6.34765E-014,5.3881E-014,2.85099E-012,2.2601E-014
64,199.789,203.2,56.3,15.990,2.4632E-007,5.66851E-005,6.04027E-011,3.7423E-013,3.12918E-012,1.639E-011,3.88459E-011,2.89466E-013,1.17201E-013,1.46546E-012,1.1418E-013,1.14274E-013,3.11402E-012,4.38269E-014
65,202.912,206.4,56.8,16.115,2.56596E-007,5.66851E-005,6.21479E-011,3.21441E-013,3.22131E-012,1.72784E-011,4.05751E-011,4.74254E-013,1.25444E-013,1.5407E-012,9.03153E-014,9.78932E-014,3.35596E-012,1.19226E-014
66,206.035,209.7,57.4,16.100,2.67301E-007,5.65764E-005,6.47476E-011,3.73306E-013,3.4391E-012,1.72433E-011,3.98505E-011,4.3584E-013,1.32404E-013,1.90174E-012,6.75326E-014,8.3206E-014,3.46685E-012,3.99678E-014
67,209.157,212.8,58.0,16.305,2.77491E-007,5.6468E-005,6.72406E-011,3.9909E-013,3.47676E-012,1.8744E-011,4.15062E-011,4.10239E-013,8.71567E-014,2.00405E-012,9.41824E-014,8.92062E-014,3.77177E-012,1.49416E-014
68,212.280,215.7,58.6,16.460,2.88403E-007,5.63596E-005,7.18651E-011,4.87808E-013,3.74615E-012,1.83056E-011,4.3315E-011,3.88673E-013,1.19114E-013,2.51112E-012,1.29667E-013,2.11472E-013,4.21759E-012,6.15077E-014
69,215.402,218.9,59.1,16.515,2.99399E-007,5.62517E-005,7.1337E-011,5.15729E-013,4.16699E-012,1.93167E-011,4.52905E-011,5.4444E-013,1.21071E-013,2.59234E-012,1.72213E-013,1.69089E-013,4.50524E-012,2.30967E-015
70,218.525,222.2,59.7,16.600,3.10456E-007,5.61438E-005,7.44546E-011,4.7864E-013,4.23272E-012,1.95966E-011,4.65392E-011,3.08422E-013,8.09232E-014,3.37433E-012,2.20173E-013,1.17575E-013,4.57177E-012,4.10608E-014
